geometry
POINT (3.1969790620012493 51.29480281514109)
POINT (3.1570082 51.3239507)
POINT (3.2107048 51.204326)
POINT (3.2178535 51.2095831)
POINT (3.1985358 51.23356485)
POINT (3.2536495 51.2061809)
POINT (3.1900429 51.1932805)
POINT (3.2090848 51.327605)
POINT (3.22352272690504 51.19857819845948)
POINT (3.1453539 51.1772053)
POINT (3.1901806500000003 51.32687935)
POINT (3.218678 51.1779834)
POINT (3.2386828999999997 51.30923675)
POINT (3.2256477 51.2156547)
POINT (3.2487721005104144 51.230433374096734)
POINT (3.2327177073813576 51.2071564606945)
POINT (3.2719074 51.1877022)
POINT (3.2097572 51.206651)
POINT (3.2187899 51.3365604)
POINT (3.2107124 51.2647075)
POINT (3.2410248 51.2991313)
POINT (3.260201 51.20307)
POINT (3.2029801 51.3293011)
POINT (3.2089095 51.2374865)
POINT (3.1970821 51.2267247)
POINT (3.2118652 51.2423053)
POINT (3.2419981 51.20533075)
POINT (3.1954406 51.2505566)
POINT (3.2086524 51.2342223)
POINT (3.2569599 51.209076)
POINT (3.2470255 51.2008638)
POINT (3.2830233470823322 51.22299146634341)
POINT (3.2133542 51.2122371)
POINT (3.1936741 51.2037631)
POINT (3.2463845 51.1863384)
POINT (3.1999318 51.1990229)
POINT (3.2137115 51.3301942)
POINT (3.2103487 51.2447523)
POINT (3.17976055 51.1971021)
POINT (3.2813247 51.2116002)
POINT (3.2188386 51.1968662)
POINT (3.2384821 51.2297732)
POINT (3.1945334 51.2539563)
POINT (3.261316 51.2024868)
POINT (3.2137093 51.2462661)
POINT (3.210569 51.3347738)
POINT (3.2328203 51.3075828)
POINT (3.2014688 51.2131604)
POINT (3.1868528 51.1997987)
POINT (3.2496135 51.1863217)
POINT (3.2337432 51.1789518)
POINT (3.21497755 51.172066)
POINT (3.21134735 51.2332562)
POINT (3.2393815 51.30819885)
POINT (3.2311108 51.2195859)
POINT (3.2089557 51.2651206)
POINT (3.206322759451958 51.210408852546784)
POINT (3.2141884 51.1971979)
POINT (3.2025649 51.3371745)
POINT (3.24043465 51.20683855)
POINT (3.22072645 51.30623925)
POINT (3.2279804 51.2209406)
POINT (3.21003075 51.1947368)
POINT (3.207763500649795 51.23828334818598)
POINT (3.2136983 51.1746955)
POINT (3.2069338 51.3318102)
POINT (3.19338875 51.20213575)
POINT (3.2136603 51.2201066)
POINT (3.1921453 51.1890429)
POINT (3.1822334 51.3279224)
POINT (3.1841784 51.1978473)
POINT (3.19058895 51.1897192)
POINT (3.2229402499999997 51.20093005)
POINT (3.1986308209121086 51.198710422115695)
POINT (3.159808 51.201625)
POINT (3.2345684 51.221498999999994)
POINT (3.2097345 51.2548367)
POINT (3.1715218 51.1678725)
POINT (3.155900566757587 51.17653948074844)
POINT (3.2583031 51.20697275)
POINT (3.2728817 51.1795027)
POINT (3.1839086552520297 51.33693542373985)
POINT (3.2386005 51.1929915)
POINT (3.2049146 51.3296869)
POINT (3.1883184 51.180656)
POINT (3.2445745 51.2190093)
POINT (3.1577600291268166 51.167889125471504)
POINT (3.2055917167720454 51.213553903179736)
POINT (3.1830848 51.209117500000005)
POINT (3.2273027 51.1977384)
POINT (3.2220446000000003 51.2039254)
POINT (3.2343478 51.2304551)
POINT (3.2241738 51.1761799)
POINT (3.2176277 51.20807)
POINT (3.243747395829658 51.206473929973605)
POINT (3.1578883 51.1797414)
POINT (3.2266156 51.20133045)
POINT (3.2010997 51.1886204)
POINT (3.2043333 51.2325406)
POINT (3.2022377214656346 51.18649843892551)
POINT (3.2387459 51.2006099)
POINT (3.2109158 51.2240921)
POINT (3.22799955 51.3012733)
POINT (3.2036221 51.2126928)
POINT (3.2246359 51.3325396)
POINT (3.2495693 51.1924683)
POINT (3.2195023000000003 51.19897385)
POINT (3.2382481 51.1963863)
POINT (3.20473275 51.23581265)
POINT (3.2353201 51.3133723)
POINT (3.158093 51.20429045)
POINT (3.223398390188148 51.26097716233857)
POINT (3.2347945 51.314577799999995)
POINT (3.22011265 51.21912815)
POINT (3.1771309 51.2071737)
POINT (3.1958083186640307 51.2264644640271)
POINT (3.1884383 51.3332808)
POINT (3.1941121163507877 51.26053102420908)
POINT (3.2293758383515843 51.275010830243204)
POINT (3.1948921 51.2002914)
POINT (3.2691286 51.1929279)
POINT (3.178014 51.2024057)
POINT (3.258453 51.204559700000004)
POINT (3.2369158 51.1927961)
POINT (3.2049622 51.2448892)
POINT (3.2479398 51.2956808)
POINT (3.1681574 51.1685201)
POINT (3.22235865 51.305134550000005)
POINT (3.2095093 51.3305558)
POINT (3.2426059 51.3005553)
POINT (3.2168766 51.1853216)
POINT (3.2483694 51.1993411)
POINT (3.217878 51.3085985)
POINT (3.2359547 51.3095462)
POINT (3.2109658 51.1769506)
POINT (3.1772527 51.3264296)
POINT (3.2065923 51.19953175)
POINT (3.2384249 51.2173091)
POINT (3.2244035865201934 51.333792538993514)
POINT (3.23079005 51.1987358)
POINT (3.2188691396663764 51.22004081091061)
POINT (3.23120495 51.2010602)
POINT (3.2337252 51.222845)
POINT (3.2181229 51.3311018)
POINT (3.208017 51.335336)
POINT (3.278902 51.2141358)
POINT (3.2267495 51.3320744)
POINT (3.20337565 51.32183475)
POINT (3.2779107 51.1875951)
POINT (3.2157778 51.1952555)
POINT (3.2212834 51.177958450000006)
POINT (3.1872437 51.201359999999994)
POINT (3.207193 51.202740649999996)
POINT (3.2148721928300947 51.205828943108806)
POINT (3.2145657 51.2190407)
POINT (3.2240648 51.3014634)
POINT (3.2137551 51.1945774)
POINT (3.27546085 51.187926250000004)
POINT (3.2413698 51.2115975)
POINT (3.2322404 51.2016878)
POINT (3.28418615 51.19893245)
POINT (3.1571411 51.1599048)
POINT (3.24003355 51.210702299999994)
POINT (3.2165953439209485 51.17544107226138)
POINT (3.1863311999999997 51.332205650000006)
POINT (3.2283992298241047 51.224681000461544)
POINT (3.2451128 51.2326949)
POINT (3.2614064 51.2315511)
POINT (3.1878502 51.2036616)
POINT (3.2160748 51.2026339)
POINT (3.2745801500000002 51.2136887)
POINT (3.2311212 51.2307724)
POINT (3.2252714356915346 51.220238792975245)
POINT (3.241894206125363 51.22927049881541)
POINT (3.2044461 51.2024724)
POINT (3.2401613 51.2304225)
POINT (3.19108 51.304921)
POINT (3.1977448 51.2504835)
POINT (3.1905906 51.2169095)
POINT (3.1675408 51.1708227)
POINT (3.2076706 51.1853189)
POINT (3.2087338230309386 51.218388044510256)
POINT (3.2080475 51.1994964)
POINT (3.2293648 51.2735276)
POINT (3.1859161 51.1917874)
POINT (3.2490953 51.213898)
POINT (3.1933516500000003 51.3171035)
POINT (3.2217464 51.351373)
POINT (3.23934275 51.22648305)
POINT (3.2737769720482546 51.216087226412576)
POINT (3.2445484688731288 51.30448896368224)
POINT (3.222942280623202 51.273800503044484)
POINT (3.212139249023369 51.21823249890513)
POINT (3.1999271 51.1959526)
POINT (3.2427569 51.2507301)
POINT (3.2439028 51.2300413)
POINT (3.1834766008610464 51.194757664984955)
POINT (3.2247416 51.2017476)
POINT (3.2347138 51.2264156)
POINT (3.2413881 51.204102)
POINT (3.210969886694421 51.30596635299391)
POINT (3.209317872535283 51.196849664984576)
POINT (3.20633355 51.330128200000004)
POINT (3.1993238 51.2511488)
POINT (3.2353642 51.2327784)
POINT (3.18909825 51.1766698)
POINT (3.2381879370788296 51.19512636897478)
POINT (3.2163799 51.1969378)
POINT (3.198209525311995 51.19389677333342)
POINT (3.2241406 51.348969)
POINT (3.215106 51.2374464)
POINT (3.1959133 51.3256504)
POINT (3.2802226 51.2157095)
POINT (3.2123541 51.2136586)
POINT (3.2265615 51.226243)
POINT (3.26079325 51.295354149999994)
POINT (3.2267756 51.1862024)
POINT (3.2391552 51.3129694)
POINT (3.2053320748473215 51.3224561369567)
POINT (3.2056411 51.3317849)
POINT (3.2385037 51.1910978)
POINT (3.2066703 51.2167399)
POINT (3.1867953 51.3221392)
POINT (3.2324185 51.2180242)
POINT (3.2105389 51.1734051)
POINT (3.2201088 51.2103713)
POINT (3.2047228 51.2406321)
POINT (3.2051951 51.1831834)
POINT (3.2441973 51.2929228)
POINT (3.2433562 51.3041032)
POINT (3.1908478 51.1862718)
POINT (3.1876778 51.2588307)
POINT (3.2202421 51.18371)
POINT (3.270913615006399 51.20367809027625)
POINT (3.2104003 51.3288187)
POINT (3.2702537 51.2815538)
POINT (3.23302 51.2058097)
POINT (3.1905828 51.256093)
POINT (3.2153947 51.2006208)
POINT (3.2704141 51.1930548)
POINT (3.2284524 51.2017781)
POINT (3.2061115 51.3331811)
POINT (3.1738407 51.2953635)
POINT (3.2190013 51.3280002)
POINT (3.2492689 51.1879129)
POINT (3.19710485 51.2281439)
POINT (3.2332072 51.2030618)
POINT (3.1930252 51.2088584)
POINT (3.198263 51.1913317)
POINT (3.2308629 51.2208927)
POINT (3.2215091 51.2164798)
POINT (3.181459 51.2077773)
POINT (3.21671015 51.2138389)
POINT (3.2764335 51.1890272)
POINT (3.2235122 51.2148616)
POINT (3.1988583 51.2250204)
POINT (3.2164026 51.3386894)
POINT (3.2521443 51.2171063)
POINT (3.2274699 51.2449084)
POINT (3.2066572458803013 51.24090351645353)
POINT (3.193919 51.3131241)
POINT (3.2457581 51.2022664)
POINT (3.2464787 51.234913)
POINT (3.2349053245718316 51.3050471202321)
POINT (3.192231 51.18597545)
POINT (3.1847175430775785 51.20659562408577)
POINT (3.2133162 51.2336004)
POINT (3.2111514 51.2197781)
POINT (3.2691747412139107 51.2110176054189)
POINT (3.250042 51.2028998)
POINT (3.2271650999999997 51.22317095)
POINT (3.304337830555888 51.20702817242227)
POINT (3.1913392367260163 51.17685762018874)
POINT (3.2296617349832837 51.312001388340654)
POINT (3.2205817 51.1975681)
POINT (3.2846227 51.2179275)
POINT (3.24218 51.2030559)
POINT (3.2491952 51.2330366)
POINT (3.2009521 51.254166)
POINT (3.2241042 51.2722635)
POINT (3.1814327 51.1823834)
POINT (3.20617775 51.21164495)
POINT (3.1422233 51.1766401)
POINT (3.2171379 51.3234677)
POINT (3.2337349 51.1983241)
POINT (3.1773653 51.2040656)
POINT (3.26700205 51.2015128)
POINT (3.1803177 51.2897068)
POINT (3.2376323 51.2183359)
POINT (3.202413751102123 51.331213178462235)
POINT (3.1992496 51.3273221)
POINT (3.2397685 51.1983221)
POINT (3.2504924 51.1887245)
POINT (3.24679515 51.18964475)
POINT (3.20357595 51.214866799999996)
POINT (3.2506686 51.1837301)
POINT (3.2215524 51.218846)
POINT (3.2416388 51.2215527)
POINT (3.2190875500000002 51.324779899999996)
POINT (3.2052695 51.1814613)
POINT (3.2130888 51.2620383)
POINT (3.1800915 51.1848624)
POINT (3.1535701 51.1687772)
POINT (3.2115426 51.2100818)
POINT (3.222362 51.1854626)
POINT (3.20828545 51.23156515)
POINT (3.2456501 51.2159533)
POINT (3.2530801 51.210565450000004)
POINT (3.21338995 51.20691915)
POINT (3.2272405 51.2250316)
POINT (3.2055907 51.3245365)
POINT (3.2164302 51.247060000000005)
POINT (3.2229027 51.30368885)
POINT (3.1710122 51.1906234)
POINT (3.218791573033763 51.1912973950549)
POINT (3.1849616999999997 51.327210750000006)
POINT (3.1845339 51.1933968)
POINT (3.2309223 51.2113358)
POINT (3.1800058 51.1863856)
POINT (3.19165545 51.29171465)
POINT (3.21485 51.2031285)
POINT (3.2290981 51.2317434)
POINT (3.2013564 51.2037199)
POINT (3.2241847 51.2161584)
POINT (3.2071048 51.2073229)
POINT (3.1962265 51.2062897)
POINT (3.2118191 51.3068433)
POINT (3.2445756 51.2347379)
POINT (3.2374114 51.3108005)
POINT (3.21190075 51.2123804)
POINT (3.2327431 51.2042844)
POINT (3.2513264 51.2333671)
POINT (3.2354037 51.2126686)
POINT (3.2073171 51.2326383)
POINT (3.185837 51.2048218)
POINT (3.2056115 51.2035516)
POINT (3.2593302 51.2020862)
POINT (3.2042214 51.3405021)
POINT (3.1767751 51.1821107)
POINT (3.2502123 51.2315951)
POINT (3.226814 51.1757406)
POINT (3.2351949 51.181238)
POINT (3.2312311 51.2147877)
POINT (3.2791488 51.2172923)
POINT (3.2095983 51.2259422)
POINT (3.1965145 51.2704752)
POINT (3.2114861616901984 51.198742186525074)
POINT (3.1866219 51.3276855)
